_id,Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
5484,20210301,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",876,"",0.250795904812075,"",12576,"",3.60046723620622,""
5485,20210301,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",2101,"",1.01424088824523,"",62832,"",30.3316437364229,""
5486,20210301,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",598,"",0.288679700699976,"",8848,"",4.27130098962105,""
5487,20210301,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",2158,"",1.06647953031411,"",71855,"",35.5106054915294,""
5488,20210301,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",586,"",0.289600094886038,"",8906,"",4.40132840453081,""
5489,20210301,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",1977,"",1.11166716336503,"",67803,"",38.1256290731609,""
5490,20210301,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",360,"",0.202428011538397,"",5735,"",3.22479068381307,""
5491,20210301,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",238,"",0.153564238889176,"",147432,"",95.1272389407939,""
5492,20210301,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",112,"",0.0722655241831415,"",1989,"",1.28335828214525,""
5493,20210301,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",138,"",0.0941870226663118,"",145278,"",99.1543643399742,""
5494,20210301,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",55,"",0.0375383061351243,"",1013,"",0.691387347543288,""
5495,20210301,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",78,"",0.072178781289039,"",105894,"",97.9910239207884,""
5496,20210301,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",61,"",0.056447508443992,"",1314,"",1.21593485402304,""
5497,20210301,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",66,"",0.039962943452435,"",160372,"",97.1051085962713,""
5498,20210301,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",328,"",0.198603718975738,"",8135,"",4.92573553008422,""
5499,20210301,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",766,"",0.179129328569023,"",21415,"",5.00790414008568,""
5500,20210301,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",170,"",0.0397545507268067,"",2197,"",0.513769105569379,""
5501,20210301,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",1050,"",0.29555901469069,"",26489,"",7.45625022870638,""
5502,20210301,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",238,"",0.0669933766632232,"",3165,"",0.89089931571051,""
5503,20210301,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",2313,"",0.697522934119818,"",38447,"",11.594320902769,""
5504,20210301,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",259,"",0.078105680906629,"",3511,"",1.05879940410492,""
5505,20210301,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",2147,"",1.10704341548933,"",32360,"",16.6855728575848,""
5506,20210301,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",147,"",0.0757966381355058,"",2226,"",1.1477776631948,""
5507,20210301,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",2347,"",1.23024505307299,"",43162,"",22.6245577250688,""
5508,20210301,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",164,"",0.0859651421832001,"",2303,"",1.20718123443847,""
5509,20210301,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",2419,"",1.44978783592645,"",52290,"",31.339150864239,""
5510,20210301,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",129,"",0.077314026802196,"",1793,"",1.07460503919641,""
5511,20210301,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",195,"",0.134985463103973,"",138810,"",96.0888827357054,""
5512,20210301,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",48,"",0.0332271909179012,"",925,"",0.64031565831372,""
5513,20210301,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",106,"",0.0800973258072072,"",133008,"",100.505519914764,""
5514,20210301,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",49,"",0.0370261223071052,"",741,"",0.559925645501326,""
5515,20210301,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",47,"",0.0534783697062103,"",88932,"",101.190178185376,""
5516,20210301,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",51,"",0.0580297203195048,"",796,"",0.905718772045604,""
5517,20210301,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",40,"",0.0381894387107245,"",102834,"",98.1793185094662,""
5518,20210301,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",114,"",0.108839900325565,"",2834,"",2.70572173265483,""
5519,20210301,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",23517,"",,z,1648956,"",,z
5520,20210301,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",5742,"",,z,87543,"",,z
5521,20210301,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",1754,"",0.206787925660094,"",77453,"",9.13132565915125,""
5522,20210301,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",811,"",0.0956128892305226,"",10330,"",1.21785591338015,""
5523,20210301,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",23459,"",0.529054350586292,"",1647483,"",37.1545269903643,""
5524,20210301,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",5737,"",0.129382531621704,"",87438,"",1.97192780197639,""
5525,20210301,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",2621,"",0.363026932692507,"",92851,"",12.8605164927249,""
5526,20210301,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",989,"",0.136983455334945,"",13463,"",1.8647201811672,""
5527,20210301,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",5027,"",0.738298403560046,"",124317,"",18.2580152447532,""
5528,20210301,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",1135,"",0.166693592210195,"",16087,"",2.36264301135279,""
5529,20210301,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",19084,"",0.666354509398064,"",1477179,"",51.578541597051,""
5530,20210301,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",3937,"",0.137467915714744,"",63645,"",2.22228740047368,""
5531,20210301,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",4248,"",1.05911391458276,"",95192,"",23.733326684784,""
5532,20210301,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",745,"",0.185743848014161,"",11074,"",2.76097633947493,""
5533,20210301,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",4505,"",1.14595177590729,"",115017,"",29.2572553628254,""
5534,20210301,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",750,"",0.190779984890225,"",11209,"",2.85127046751271,""
5535,20210301,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",4396,"",1.27533776432942,"",120093,"",34.8405682737973,""
5536,20210301,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",489,"",0.141865370053932,"",7528,"",2.18397240442945,""
5537,20210301,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",433,"",0.144601327794179,"",286242,"",95.5911622874394,""
5538,20210301,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",160,"",0.0534323613096272,"",2914,"",0.973136880351585,""
5539,20210301,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",244,"",0.0875003586080271,"",278286,"",99.7955934245632,""
5540,20210301,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",104,"",0.0372952348165361,"",1754,"",0.628998479501965,""
5541,20210301,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",125,"",0.0637914580685988,"",194826,"",99.4258768773826,""
5542,20210301,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",112,"",0.0571571464294645,"",2110,"",1.07679981219795,""
5543,20210301,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",106,"",0.0392746782069998,"",263206,"",97.5219901146376,""
5544,20210301,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",442,"",0.163767997806546,"",10969,"",4.06418816276019,""
5545,20210302,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",1263,"",0.300293874290279,"",57301,"",13.6240216078443,""
5546,20210302,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",835,"",0.198531579598087,"",8968,"",2.13225294112053,""
5547,20210302,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",1774,"",0.483739903906459,"",68136,"",18.579538947334,""
5548,20210302,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",997,"",0.271865098193201,"",11295,"",3.07995615254986,""
5549,20210302,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",3134,"",0.897253842101647,"",89004,"",25.4815510409748,""
5550,20210302,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",1335,"",0.382206087812922,"",13911,"",3.98267332401915,""
5551,20210302,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",2514,"",1.21361332367849,"",65346,"",31.5452570601014,""
5552,20210302,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",881,"",0.425295679459329,"",9729,"",4.69659666908038,""
5553,20210302,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",2417,"",1.19447684187637,"",74272,"",36.7050823334058,""
5554,20210302,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",873,"",0.431434953644217,"",9779,"",4.83276335817503,""
5555,20210302,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",2463,"",1.38494497894186,"",70266,"",39.5105740521027,""
5556,20210302,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",550,"",0.309265017628106,"",6285,"",3.53405570144118,""
5557,20210302,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",373,"",0.240670004645641,"",147805,"",95.3679089454395,""
5558,20210302,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",145,"",0.0935580447013885,"",2134,"",1.37691632684664,""
5559,20210302,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",151,"",0.103059713207341,"",145429,"",99.2574240531815,""
5560,20210302,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",56,"",0.0382208207921265,"",1069,"",0.729608168335415,""
5561,20210302,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",94,"",0.0869846851432008,"",105988,"",98.0780086059316,""
5562,20210302,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",82,"",0.0758802572525795,"",1396,"",1.29181511127562,""
5563,20210302,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",99,"",0.0599444151786525,"",160471,"",97.16505301145,""
5564,20210302,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",542,"",0.328180535624542,"",8677,"",5.25391606570877,""
5565,20210302,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",1000,"",0.233850298392981,"",22415,"",5.24175443847866,""
5566,20210302,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",255,"",0.0596318260902101,"",2452,"",0.573400931659589,""
5567,20210302,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",1254,"",0.352981908973453,"",27743,"",7.80923213767983,""
5568,20210302,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",353,"",0.0993641258912512,"",3518,"",0.990263441601761,""
5569,20210302,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",2586,"",0.779850543724103,"",41033,"",12.3741714464931,""
5570,20210302,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",419,"",0.126356294594122,"",3930,"",1.18515569869904,""
5571,20210302,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",2525,"",1.3019490564092,"",34885,"",17.987521913994,""
5572,20210302,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",271,"",0.139733938331443,"",2497,"",1.28751160152625,""
5573,20210302,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",2824,"",1.48027781417901,"",45986,"",24.1048355392478,""
5574,20210302,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",283,"",0.148342288035644,"",2586,"",1.35552352247412,""
5575,20210302,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",2919,"",1.7494546064776,"",55209,"",33.0886054707166,""
5576,20210302,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",215,"",0.128856711336993,"",2008,"",1.20346175053341,""
5577,20210302,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",386,"",0.267201993631455,"",139196,"",96.3560847293368,""
5578,20210302,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",72,"",0.0498407863768517,"",997,"",0.690156444690572,""
5579,20210302,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",155,"",0.117123448114312,"",133163,"",100.622643362879,""
5580,20210302,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",30,"",0.0226690544737379,"",771,"",0.582594699975064,""
5581,20210302,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",60,"",0.0682702591994174,"",88992,"",101.258448444576,""
5582,20210302,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",45,"",0.0512026943995631,"",841,"",0.956921466445168,""
5583,20210302,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",43,"",0.0410536466140289,"",102877,"",98.2203721560802,""
5584,20210302,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",209,"",0.199539817263536,"",3043,"",2.90526154991837,""
5585,20210302,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",28083,"",,z,1677039,"",,z
5586,20210302,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",8454,"",,z,95997,"",,z
5587,20210302,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",2263,"",0.266796508420065,"",79716,"",9.39812216757131,""
5588,20210302,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",1090,"",0.128505609446695,"",11420,"",1.34636152282684,""
5589,20210302,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",28034,"",0.632231112337956,"",1675517,"",37.7867581027023,""
5590,20210302,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",8448,"",0.190521810552581,"",95886,"",2.16244961252897,""
5591,20210302,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",3028,"",0.419399294999204,"",95879,"",13.2799157877241,""
5592,20210302,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",1350,"",0.18698449413769,"",14813,"",2.05170467530489,""
5593,20210302,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",5720,"",0.840076958098959,"",130037,"",19.0980922028522,""
5594,20210302,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",1754,"",0.257604018270205,"",17841,"",2.62024702962299,""
5595,20210302,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",22743,"",0.79411552123455,"",1499922,"",52.3726571182856,""
5596,20210302,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",6008,"",0.209780857915718,"",69653,"",2.4320682583894,""
5597,20210302,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",5039,"",1.25632651025954,"",100231,"",24.9896531950435,""
5598,20210302,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",1152,"",0.287217332768207,"",12226,"",3.04819367224314,""
5599,20210302,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",5241,"",1.33317053441289,"",120258,"",30.5904258972383,""
5600,20210302,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",1156,"",0.294055550044134,"",12365,"",3.14532601755685,""
5601,20210302,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",5382,"",1.56138941028683,"",125475,"",36.4019576840841,""
5602,20210302,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",765,"",0.221936621863513,"",8293,"",2.40590902629296,""
5603,20210302,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",759,"",0.253469763962544,"",287001,"",95.8446320514019,""
5604,20210302,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",217,"",0.0724676400261818,"",3131,"",1.04560452037777,""
5605,20210302,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",306,"",0.109734056287116,"",278592,"",99.9053274808503,""
5606,20210302,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",86,"",0.0308402903290587,"",1840,"",0.659838769831024,""
5607,20210302,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",154,"",0.0785910763405137,"",194980,"",99.5044679537231,""
5608,20210302,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",127,"",0.0648121213976964,"",2237,"",1.14161193359564,""
5609,20210302,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",142,"",0.052613248164094,"",263348,"",97.5746033628017,""
5610,20210302,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",751,"",0.278257389938272,"",11720,"",4.34244555269847,""
5611,20210303,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",1212,"",0.288167993380696,"",58513,"",13.912189601225,""
5612,20210303,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",783,"",0.186167936317727,"",9751,"",2.31842087743825,""
5613,20210303,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",1739,"",0.474195993739195,"",69875,"",19.0537349410732,""
5614,20210303,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",924,"",0.251959228415765,"",12219,"",3.33191538096563,""
5615,20210303,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",2872,"",0.822244108014017,"",91876,"",26.3037951489888,""
5616,20210303,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",1178,"",0.337257506699343,"",15089,"",4.31993083071849,""
5617,20210303,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",2172,"",1.04851556842867,"",67518,"",32.59377262853,""
5618,20210303,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",791,"",0.381848901762008,"",10520,"",5.07844557084238,""
5619,20210303,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",2406,"",1.18904066262083,"",76678,"",37.8941229960266,""
5620,20210303,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",784,"",0.387451321485757,"",10563,"",5.22021467966078,""
5621,20210303,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",2464,"",1.38550727897391,"",72730,"",40.8960813310766,""
5622,20210303,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",530,"",0.298019016987084,"",6815,"",3.83207471842826,""
5623,20210303,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",397,"",0.256155474113457,"",148202,"",95.624064419553,""
5624,20210303,S92000003,Female,"",65 - 69,"",154984,"",Dose 2,"",167,"",0.10775305838022,"",2301,"",1.48466938522686,""
5625,20210303,S92000003,Female,"",70 - 74,"",146517,"",Dose 1,"",194,"",0.132407843458438,"",145623,"",99.38983189664,""
5626,20210303,S92000003,Female,"",70 - 74,"",146517,"",Dose 2,"",61,"",0.0416333940771378,"",1130,"",0.771241562412553,""
5627,20210303,S92000003,Female,"",75 - 79,"",108065,"",Dose 1,"",115,"",0.106417433951788,"",106103,"",98.1844260398834,""
5628,20210303,S92000003,Female,"",75 - 79,"",108065,"",Dose 2,"",127,"",0.11752186184241,"",1523,"",1.40933697311803,""
5629,20210303,S92000003,Female,"",80 years and over,d,165153,"",Dose 1,"",102,"",0.0617609126083087,"",160573,"",97.2268139240583,""
5630,20210303,S92000003,Female,"",80 years and over,d,165153,"",Dose 2,"",1080,"",0.653939074676209,"",9757,"",5.90785514038498,""
5631,20210303,S92000003,Male,"",18 - 29,"",427624,"",Dose 1,"",975,"",0.228004040933156,"",23390,"",5.46975847941182,""
5632,20210303,S92000003,Male,"",18 - 29,"",427624,"",Dose 2,"",227,"",0.0530840177352066,"",2679,"",0.626484949394795,""
5633,20210303,S92000003,Male,"",30 - 39,"",355259,"",Dose 1,"",1173,"",0.330181642125886,"",28916,"",8.13941377980572,""
5634,20210303,S92000003,Male,"",30 - 39,"",355259,"",Dose 2,"",285,"",0.0802231611303303,"",3803,"",1.07048660273209,""
5635,20210303,S92000003,Male,"",40 - 49,"",331602,"",Dose 1,"",2527,"",0.76205812992684,"",43560,"",13.1362295764199,""
5636,20210303,S92000003,Male,"",40 - 49,"",331602,"",Dose 2,"",330,"",0.099516890730454,"",4260,"",1.2846725894295,""
5637,20210303,S92000003,Male,"",50 - 54,"",193940,"",Dose 1,"",2246,"",1.15809013096834,"",37131,"",19.1456120449624,""
5638,20210303,S92000003,Male,"",50 - 54,"",193940,"",Dose 2,"",207,"",0.10673404145612,"",2704,"",1.39424564298237,""
5639,20210303,S92000003,Male,"",55 - 59,"",190775,"",Dose 1,"",2692,"",1.41108635827546,"",48678,"",25.5159218975233,""
5640,20210303,S92000003,Male,"",55 - 59,"",190775,"",Dose 2,"",224,"",0.117415803957542,"",2810,"",1.47293932643166,""
5641,20210303,S92000003,Male,"",60 - 64,"",166852,"",Dose 1,"",2782,"",1.66734591134658,"",57991,"",34.7559513820631,""
5642,20210303,S92000003,Male,"",60 - 64,"",166852,"",Dose 2,"",172,"",0.103085369069595,"",2180,"",1.306547119603,""
5643,20210303,S92000003,Male,"",65 - 69,"",144460,"",Dose 1,"",379,"",0.262356361622595,"",139575,"",96.6184410909594,""
5644,20210303,S92000003,Male,"",65 - 69,"",144460,"",Dose 2,"",91,"",0.0629932161151876,"",1088,"",0.753149660805759,""
5645,20210303,S92000003,Male,"",70 - 74,"",132339,"",Dose 1,"",129,"",0.097476934237073,"",133292,"",100.720120297116,""
5646,20210303,S92000003,Male,"",70 - 74,"",132339,"",Dose 2,"",57,"",0.043071203500102,"",828,"",0.625665903475166,""
5647,20210303,S92000003,Male,"",75 - 79,"",87886,"",Dose 1,"",87,"",0.0989918758391553,"",89079,"",101.357440320415,""
5648,20210303,S92000003,Male,"",75 - 79,"",87886,"",Dose 2,"",100,"",0.113783765332362,"",941,"",1.07070523177753,""
5649,20210303,S92000003,Male,"",80 years and over,d,104741,"",Dose 1,"",60,"",0.0572841580660868,"",102937,"",98.2776563141463,""
5650,20210303,S92000003,Male,"",80 years and over,d,104741,"",Dose 2,"",556,"",0.530833198079071,"",3599,"",3.43609474799744,""
5651,20210303,S92000003,Total,d,16 years and over,d,4541903,"",Dose 1,"",26794,"",,z,1703833,"",,z
5652,20210303,S92000003,Total,d,16 years and over,d,4541903,"",Dose 2,"",8687,"",,z,104684,"",,z
5653,20210303,S92000003,Total,d,18 - 29,"",848212,"",Dose 1,"",2187,"",0.257836484275158,"",81903,"",9.65595865184647,""
5654,20210303,S92000003,Total,d,18 - 29,"",848212,"",Dose 2,"",1010,"",0.119074005083635,"",12430,"",1.46543552791048,""
5655,20210303,S92000003,Total,d,18 years and over,d,4434138,"",Dose 1,"",26723,"",0.602665050117971,"",1702240,"",38.3894231528202,""
5656,20210303,S92000003,Total,d,18 years and over,d,4434138,"",Dose 2,"",8674,"",0.195618629821625,"",104560,"",2.3580682423506,""
5657,20210303,S92000003,Total,d,30 - 39,"",721985,"",Dose 1,"",2912,"",0.403332479206632,"",98791,"",13.6832482669308,""
5658,20210303,S92000003,Total,d,30 - 39,"",721985,"",Dose 2,"",1209,"",0.167455002527753,"",16022,"",2.21915967783264,""
5659,20210303,S92000003,Total,d,40 - 49,"",680890,"",Dose 1,"",5399,"",0.792932779156692,"",135436,"",19.8910249820088,""
5660,20210303,S92000003,Total,d,40 - 49,"",680890,"",Dose 2,"",1508,"",0.221474834407907,"",19349,"",2.8417218640309,""
5661,20210303,S92000003,Total,d,40 years and over,d,2863941,"",Dose 1,"",21624,"",0.755043487278544,"",1521546,"",53.1277006055642,""
5662,20210303,S92000003,Total,d,40 years and over,d,2863941,"",Dose 2,"",6455,"",0.225388721345866,"",76108,"",2.65745697973527,""
5663,20210303,S92000003,Total,d,50 - 54,"",401090,"",Dose 1,"",4418,"",1.10149841681418,"",104649,"",26.0911516118577,""
5664,20210303,S92000003,Total,d,50 - 54,"",401090,"",Dose 2,"",998,"",0.248821960158568,"",13224,"",3.29701563240171,""
5665,20210303,S92000003,Total,d,55 - 59,"",393123,"",Dose 1,"",5098,"",1.29679515062716,"",125356,"",31.8872210478654,""
5666,20210303,S92000003,Total,d,55 - 59,"",393123,"",Dose 2,"",1008,"",0.256408299692463,"",13373,"",3.40173431724931,""
5667,20210303,S92000003,Total,d,60 - 64,"",344693,"",Dose 1,"",5246,"",1.52193401084443,"",130721,"",37.9238916949285,""
5668,20210303,S92000003,Total,d,60 - 64,"",344693,"",Dose 2,"",702,"",0.203659488298283,"",8995,"",2.60956851459125,""
5669,20210303,S92000003,Total,d,65 - 69,"",299444,"",Dose 1,"",776,"",0.259146952351692,"",287777,"",96.1037790037536,""
5670,20210303,S92000003,Total,d,65 - 69,"",299444,"",Dose 2,"",258,"",0.0861596826117738,"",3389,"",1.13176420298954,""
5671,20210303,S92000003,Total,d,70 - 74,"",278856,"",Dose 1,"",323,"",0.115830392747511,"",278915,"",100.021157873598,""
5672,20210303,S92000003,Total,d,70 - 74,"",278856,"",Dose 2,"",118,"",0.0423157471956852,"",1958,"",0.702154517026709,""
5673,20210303,S92000003,Total,d,75 - 79,"",195951,"",Dose 1,"",202,"",0.103086996238856,"",195182,"",99.607554949962,""
5674,20210303,S92000003,Total,d,75 - 79,"",195951,"",Dose 2,"",227,"",0.115845287852575,"",2464,"",1.25745722144822,""
5675,20210303,S92000003,Total,d,80 years and over,d,269894,"",Dose 1,"",162,"",0.0600235648069242,"",263510,"",97.6346269276086,""
5676,20210303,S92000003,Total,d,80 years and over,d,269894,"",Dose 2,"",1636,"",0.606163901383506,"",13356,"",4.94860945408197,""
5677,20210304,S92000003,Female,"",18 - 29,"",420588,"",Dose 1,"",1225,"",0.291258904200786,"",59738,"",14.2034485054257,""
5678,20210304,S92000003,Female,"",18 - 29,"",420588,"",Dose 2,"",776,"",0.184503599722294,"",10527,"",2.50292447716055,""
5679,20210304,S92000003,Female,"",30 - 39,"",366726,"",Dose 1,"",1776,"",0.484285270201731,"",71651,"",19.5380202112749,""
5680,20210304,S92000003,Female,"",30 - 39,"",366726,"",Dose 2,"",875,"",0.238597754181596,"",13094,"",3.57051313514722,""
5681,20210304,S92000003,Female,"",40 - 49,"",349288,"",Dose 1,"",2934,"",0.839994503103456,"",94810,"",27.1437896520923,""
5682,20210304,S92000003,Female,"",40 - 49,"",349288,"",Dose 2,"",1107,"",0.316930441354985,"",16196,"",4.63686127207348,""
5683,20210304,S92000003,Female,"",50 - 54,"",207150,"",Dose 1,"",2189,"",1.05672218199372,"",69707,"",33.6504948105238,""
5684,20210304,S92000003,Female,"",50 - 54,"",207150,"",Dose 2,"",734,"",0.354332609220372,"",11254,"",5.43277818006276,""
5685,20210304,S92000003,Female,"",55 - 59,"",202348,"",Dose 1,"",2360,"",1.16630754937039,"",79038,"",39.060430545397,""
5686,20210304,S92000003,Female,"",55 - 59,"",202348,"",Dose 2,"",799,"",0.394864293197857,"",11362,"",5.61507897285864,""
5687,20210304,S92000003,Female,"",60 - 64,"",177841,"",Dose 1,"",2466,"",1.38663187903802,"",75196,"",42.2827132101147,""
5688,20210304,S92000003,Female,"",60 - 64,"",177841,"",Dose 2,"",497,"",0.279463115929398,"",7312,"",4.11153783435766,""
5689,20210304,S92000003,Female,"",65 - 69,"",154984,"",Dose 1,"",398,"",0.256800702007949,"",148600,"",95.8808651215609,""
